iter	MultiClass
179	0.979341552
180	0.9783210864
181	0.9774137557
182	0.9771706001
183	0.9762430768
184	0.9744602874
185	0.9736890282
186	0.9731680307
187	0.9725024484
188	0.9720884647
189	0.972001151
190	0.971620939
191	0.9712085031
192	0.9710328204
193	0.9694289502
194	0.9692842247
195	0.9692040875
196	0.9682695284
197	0.9682118353
198	0.9674305149
199	0.9670110433
200	0.966264761
201	0.9653505353
202	0.9649849576
203	0.964168177
204	0.9635388993
205	0.9634447609
206	0.9633585026
207	0.9632407944
208	0.9630168464
209	0.9628622006
210	0.9615427155
211	0.9611845956
212	0.9606393248
213	0.960002167
214	0.959749091
215	0.9594299492
216	0.9579299971
217	0.9577835831
218	0.9576658749
219	0.9572676513
220	0.9556236069
221	0.9555709091
222	0.9554653728
223	0.9545123801
224	0.9540150227
225	0.9539553596
226	0.953604768
227	0.952744014
228	0.95201511
229	0.9516531205
230	0.9513473467
231	0.9512830399
232	0.9506205534
233	0.9500998373
234	0.9498026471
235	0.9497090013
236	0.9496318191
237	0.9495514004
238	0.9490220303
239	0.9487026072
240	0.9486294353
241	0.948568365
242	0.9476788348
243	0.9472974266
244	0.9470756597
245	0.9466525999
246	0.9458134456
247	0.9445604484
248	0.9439716966
249	0.9426436982
250	0.9425923372
251	0.94120552
252	0.9411495154
253	0.9408709699
254	0.9407915363
255	0.9402944603
256	0.9401399552
257	0.9400774777
258	0.9399876311
259	0.9394771873
260	0.9391405969
261	0.9390690433
262	0.9384993583
263	0.9381705776
264	0.9378695177
265	0.936937773
266	0.9368563693
267	0.936414524
268	0.9362764826
269	0.9358396327
270	0.9357492936
271	0.9349928798
272	0.9348387265
273	0.9344336078
274	0.9338387349
275	0.9337304547
276	0.93359769
277	0.9332076982
278	0.9327041494
279	0.9318263689
280	0.9317733897
281	0.9316100195
282	0.9314900599
283	0.9314051384
284	0.9304584074
285	0.9303879796
286	0.9295512175
287	0.9294955647
288	0.9290670873
289	0.9289839951
290	0.9286993285
291	0.9282999792
292	0.9281884625
293	0.9277205146
294	0.9273301006
295	0.9266996972
296	0.9262680537
297	0.9253735985
298	0.9249458247
299	0.9245596322
300	0.9236359082
301	0.9235569671
302	0.9231546627
303	0.9230870491
304	0.9229793318
305	0.9226644115
306	0.922299467
307	0.9219692791
308	0.9218355294
309	0.9213248745
310	0.9205461574
311	0.920464824
312	0.9204011505
313	0.9199607827
314	0.9192388441
315	0.9191625765
316	0.9191200102
317	0.9188451234
318	0.9187514072
319	0.9176349739
320	0.9170923063
321	0.9169869107
322	0.9168827112
323	0.9167877285
324	0.9157766908
325	0.9154130128
326	0.9150320267
327	0.9149614581
328	0.9149078457
329	0.9141643777
330	0.9137867688
331	0.9129766019
332	0.9128670552
333	0.9127649665
334	0.9126775824
335	0.9125778154
336	0.9124971153
337	0.9124181038
338	0.911384411
339	0.9113474733
340	0.9111241585
341	0.9110746268
342	0.9108734746
343	0.9105507447
344	0.910338476
345	0.9102452523
346	0.9096714163
347	0.9089899332
348	0.9083826774
349	0.9079387918
350	0.9071407967
351	0.907024355
352	0.9069379559
353	0.9065539445
354	0.9060649597
355	0.9059441558
356	0.9054991445
357	0.905172193
358	0.9044620041
359	0.9044007931
360	0.9040421104
361	0.9038008544
362	0.903448715
363	0.9030442999
364	0.9029737313
365	0.9025612251
366	0.9023973624
367	0.9023168031
368	0.9019626936
369	0.9017348056
370	0.9016925207
371	0.9011103122
372	0.9006976653
373	0.9003947057
374	0.8996330855
375	0.8991930695
376	0.8991338285
377	0.8989852334
378	0.8989075587
379	0.8987944237
380	0.8980332256
381	0.8979358508
382	0.8976191716
383	0.8971561487
384	0.8971104866
385	0.8970487831
386	0.8965214534
387	0.8962181421
388	0.8961234409
389	0.8950706812
390	0.894982875
391	0.8946365049
392	0.8939559365
393	0.8936424937
394	0.8933881512
395	0.893133668
396	0.8926666348
397	0.8915892499
398	0.8911408614
399	0.8902426772
400	0.8901044246
401	0.8896069969
402	0.8893258482
403	0.8889689245
404	0.8888984966
405	0.8886452095
406	0.8883047494
407	0.887938046
408	0.8870761662
409	0.8869790025
410	0.8866827973
411	0.8865584755
412	0.8861477987
413	0.8856861125
414	0.8856294747
415	0.884722144
416	0.8843937151
417	0.8838964281
418	0.8837835043
419	0.8834975009
420	0.8833875321
421	0.8833055656
422	0.8829894492
423	0.8828867272
424	0.8824016824
425	0.882169784
426	0.8816769295
427	0.8813519481
428	0.8809912954
429	0.8808382677
430	0.8805884985
431	0.8798070374
432	0.8797303477
433	0.8786856791
434	0.8783330472
435	0.8782420749
436	0.87818994
437	0.8777651212
438	0.8767836337
439	0.8766515726
440	0.8765886026
441	0.8764606223
442	0.8763965969
443	0.8754552132
444	0.8749603887
445	0.8748652653
446	0.8745386657
447	0.8743523589
448	0.8739175494
449	0.8736520905
450	0.8730592579
451	0.8727243561
452	0.8725551462
453	0.8721880206
454	0.8718759146
455	0.8711726911
456	0.8710944536
457	0.8710386601
458	0.8708114052
459	0.8705168886
460	0.8704259163
461	0.8703235461
462	0.8702707076
463	0.8702123812
464	0.8699550134
465	0.8698984459
466	0.8696308059
467	0.8692968187
468	0.8692137968
469	0.8691348557
470	0.8687965063
471	0.8687158062
472	0.8685214084
473	0.8678612437
474	0.8677997512
475	0.8666900723
476	0.8663400436
477	0.8662538556
478	0.8661712559
479	0.8661196134
480	0.8660820425
481	0.8657967427
482	0.8654476287
483	0.8653589078
484	0.8647415205
485	0.8646759473
486	0.8646074191
487	0.8645199647
488	0.8638818219
489	0.8630937472
490	0.8626718834
491	0.8624149377
492	0.8618526404
493	0.861769126
494	0.8614945206
495	0.8614270477
496	0.8611734792
497	0.861112057
498	0.8608706603
499	0.8605470861
500	0.8604694817
501	0.8602446894
502	0.8599228037
503	0.8598485765
504	0.8597690022
505	0.8594445836
506	0.8592435018
507	0.8591758882
508	0.8591110186
509	0.8588084812
510	0.8587543762
511	0.8579299267
512	0.8576006535
513	0.8575590722
514	0.8572036259
515	0.8569608221
516	0.8562961545
517	0.8562053933
518	0.8560875445
519	0.855802104
520	0.855745044
521	0.8553370407
522	0.8552308712
523	0.8551726152
524	0.8550607467
525	0.854813651
526	0.8545915323
527	0.8545172348
528	0.8544660849
529	0.8543512614
530	0.8541539085
531	0.8532659965
532	0.8532163241
533	0.8528808594
534	0.8527796149
535	0.8527342343
536	0.8526320048
537	0.8525377961
538	0.8521670119
539	0.8521109369
540	0.8520525402
541	0.8517319913
542	0.851146687
543	0.8510885717
544	0.8509843018
545	0.8503659295
546	0.8503277254
547	0.8498388109
548	0.8495872827
549	0.8495253681
550	0.8494766103
551	0.8492179057
552	0.8491438896
553	0.848720478
554	0.8486415368
555	0.8485002589
556	0.8484178702
557	0.8483681978
558	0.8483157111
559	0.8482651241
560	0.848226146
561	0.8480301299
562	0.8479708889
563	0.8474961163
564	0.846856707
565	0.8467062826
566	0.8458671988
567	0.8453509152
568	0.8452944885
569	0.8452308853
570	0.8447722949
571	0.8447161496
572	0.844651491
573	0.8437610461
574	0.8435140912
575	0.8434682885
576	0.8428995182
577	0.8424494411
578	0.8416563007
579	0.841373393
580	0.8410125996
581	0.8409686965
582	0.8409319699
583	0.8406316136
584	0.8405893991
585	0.8401590924
586	0.8401023843
587	0.840008668
588	0.8399016542
589	0.8397997765
590	0.8395006163
591	0.8391674734
592	0.8390803005
593	0.8389421886
594	0.8388729568
595	0.8385232799
596	0.8384316744
597	0.8383611762
598	0.837659993
599	0.8373666725
600	0.8368956992
601	0.8366080072
602	0.8365456001
603	0.8364904398
604	0.8362664918
605	0.8359465058
606	0.835447882
607	0.8353716848
608	0.8353130769
609	0.8352097217
610	0.8347719572
611	0.8344244613
612	0.8342382953
613	0.8341841904
614	0.8340346103
615	0.8339255561
616	0.8334099058
617	0.8331202438
618	0.8327006315
619	0.8326351287
620	0.8325817977
621	0.8325203052
622	0.8318531751
623	0.8316194474
624	0.8311660635
625	0.8306565342
626	0.8305892724
627	0.8305282725
628	0.8304377223
629	0.8303485793
630	0.8302321376
631	0.8301909081
632	0.8301329335
633	0.8300024907
634	0.8299040605
635	0.8293642072
636	0.8291014218
637	0.8285112628
638	0.8284649676
639	0.8280780715
640	0.8275668537
641	0.8274617396
642	0.8273851906
643	0.8269071815
644	0.826844704
645	0.8267744169
646	0.8263777411
647	0.8259391323
648	0.8256107737
649	0.8252479399
650	0.8250645179
651	0.8249628512
652	0.8249221142
653	0.824882714
654	0.8248331119
655	0.8246177475
656	0.8245756034
657	0.8243678376
658	0.8243097926
659	0.8238780085
660	0.82350047
661	0.8234043616
662	0.823351312
663	0.8227285775
664	0.8222222144
665	0.8219347335
666	0.821897233
667	0.8215798502
668	0.8212654224
669	0.8207625771
670	0.8207017882
671	0.8204991585
672	0.8198178866
673	0.8193387518
674	0.819292738
675	0.819245317
676	0.8189585397
677	0.8183612747
678	0.8182734685
679	0.8179662875
680	0.8178931157
681	0.8172342878
682	0.8168941795
683	0.8165210735
684	0.8163092973
685	0.8158639342
686	0.8158258004
687	0.8155466217
688	0.8154927982
689	0.8154410151
690	0.8151968744
691	0.8151495238
692	0.8151006253
693	0.8149099564
694	0.8148320707
695	0.8144209716
696	0.8143174053
697	0.8137622844
698	0.8127344313
699	0.8124444879
700	0.8123909458
701	0.8118875377
702	0.8114001008
703	0.8111458286
704	0.810533296
705	0.8104885486
706	0.8102061335
707	0.8092686194
708	0.8091882711
709	0.8089223197
710	0.8085355643
711	0.8084692172
712	0.8081789924
713	0.8075692037
714	0.8075125659
715	0.8074051299
716	0.8071161715
717	0.8070563676
718	0.8068094831
719	0.80638382
720	0.8063223979
721	0.8059656149
722	0.8056656807
723	0.8055644362
724	0.8055198296
725	0.8051763441
726	0.8051025391
727	0.8048985726
728	0.8048543881
729	0.8047921216
730	0.8047054412
731	0.8046265704
732	0.8045512878
733	0.8043048254
734	0.8042625405
735	0.8038997771
736	0.8038144334
737	0.8032779573
738	0.8031112099
739	0.8030231927
740	0.802689909
741	0.8023125113
742	0.8020179946
743	0.8017411378
744	0.8014360675
745	0.8013791483
746	0.8013250433
747	0.8011383848
748	0.8008497782
749	0.8008067194
750	0.8007265822
751	0.8006851416
752	0.7998442284
753	0.7995637833
754	0.7993088076
755	0.7992542806
756	0.7987704318
757	0.7987197744
758	0.7975771681
759	0.7975411451
760	0.7971491833
761	0.7970725639
762	0.79686909
763	0.796723872
764	0.7966512631
765	0.79660933
766	0.7963710994
767	0.7961321652
768	0.7960757385
769	0.7955885829
770	0.7955223765
771	0.7954589844
772	0.7953635092
773	0.7951062117
774	0.7949208196
775	0.7947229743
776	0.7941914231
777	0.7941575812
778	0.7937813091
779	0.7936879447
780	0.7932101467
781	0.7928784813
782	0.7922059337
783	0.7921547837
784	0.7920707769
785	0.7918402152
786	0.7914476202
787	0.7913763481
788	0.7912351405
789	0.7908427566
790	0.7907255409
791	0.7906684106
792	0.7902897464
793	0.7902530197
794	0.7898742852
795	0.7898012541
796	0.7894564318
797	0.7894004272
798	0.7889720202
799	0.7888631068
800	0.7881304738
801	0.7880023528
802	0.7879044854
803	0.7874957082
804	0.7872478386
805	0.7871845872
806	0.7868682597
807	0.7868279449
808	0.786614058
809	0.786527659
810	0.7858447688
811	0.7855528554
812	0.7850722431
813	0.7845702421
814	0.7841658271
815	0.7840869563
816	0.784022157
817	0.7835883325
818	0.7825102441
819	0.7824605716
820	0.7821744979
821	0.7819979005
822	0.7818733677
823	0.7818051913
824	0.7815352294
825	0.7814871752
826	0.7811733807
827	0.7806616
828	0.7806239587
829	0.780547269
830	0.7803420361
831	0.7796632267
832	0.7796203789
833	0.7795498807
834	0.7792441069
835	0.7789771
836	0.7784724255
837	0.778391444
838	0.7783369169
839	0.7780400081
840	0.7778800854
841	0.7775952078
842	0.7775088791
843	0.7765001632
844	0.7761550596
845	0.7760743595
846	0.7760371403
847	0.7759449016
848	0.7754898995
849	0.7747560704
850	0.7745152366
851	0.7742602609
852	0.7742001053
853	0.7741125805
854	0.7740707178
855	0.7740188643
856	0.7729932626
857	0.7729399316
858	0.7724139387
859	0.7723380229
860	0.772049346
861	0.7719592883
862	0.7713804569
863	0.7713093958
864	0.7712022413
865	0.7711657258
866	0.7710933279
867	0.7705814768
868	0.7704920524
869	0.7702072451
870	0.7701553916
871	0.7697146017
872	0.7694404888
873	0.7693960228
874	0.7690386066
875	0.7689689526
876	0.768651992
877	0.7684554834
878	0.7683597268
879	0.7683101247
880	0.7677620396
881	0.7677093418
882	0.7676493972
883	0.7675814318
884	0.7673295519
885	0.7670906177
886	0.7668717354
887	0.7667942014
888	0.766283054
889	0.7662169882
890	0.7658952433
891	0.7653772711
892	0.7653219701
893	0.7648776623
894	0.7643897329
895	0.7641752831
896	0.7637188035
897	0.7629502178
898	0.7622980739
899	0.7619894154
900	0.761932074
901	0.7616099773
902	0.7614121319
903	0.7610934123
904	0.7609605773
905	0.7608997884
906	0.7608039614
907	0.7606315151
908	0.7605738219
909	0.7605224609
910	0.7602585498
911	0.7594602733
912	0.7593976551
913	0.7593412987
914	0.7592423761
915	0.7591904522
916	0.7591397244
917	0.7587889921
918	0.7580660685
919	0.7578529556
920	0.7578117261
921	0.7570508094
922	0.7568588037
923	0.7567816918
924	0.7567212547
925	0.756461354
926	0.7564047162
927	0.7558210301
928	0.7555561341
929	0.7553653948
930	0.755067501
931	0.7550121296
932	0.7549479636
933	0.7549098298
934	0.7548301147
935	0.7546132728
936	0.7543761679
937	0.7542963825
938	0.7539922973
939	0.7539403734
940	0.7537853054
941	0.7537072789
942	0.7534107923
943	0.7532312399
944	0.7531658777
945	0.7531321765
946	0.7530792676
947	0.7530274141
948	0.752490938
949	0.7522005021
950	0.7521031976
951	0.7520575356
952	0.751985982
953	0.7519016233
954	0.7514552048
955	0.7511514713
956	0.7509605913
957	0.7505838971
958	0.7505337322
959	0.7504754058
960	0.750200519
961	0.7501185524
962	0.7499126863
963	0.7496439909
964	0.7495665273
965	0.7491614086
966	0.7491051929
967	0.7490399012
968	0.7489748908
969	0.7489303545
970	0.7487566418
971	0.7483968333
972	0.7481020353
973	0.74804983
974	0.7476948763
975	0.747636761
976	0.7475764646
977	0.7474076769
978	0.7473357715
979	0.7471496758
980	0.7470554671
981	0.7468328558
982	0.7467326667
983	0.74668018
984	0.746630789
985	0.7463116473
986	0.7462491698
987	0.7458368747
988	0.7457886798
989	0.7453536592
990	0.7453019464
991	0.7451069153
992	0.7450512625
993	0.7439282156
994	0.7436683853
995	0.7436063299
996	0.7431982563
997	0.7424813834
998	0.7419169049
999	0.7418673732
